Language_area;Surname_Name;Pseudonym(s);Year_Birth;Year_Death;Nationality;Gender;Journal(s);Notes
DE;Wagenseil, Hans Beppo;NONE;1894;1975;DE;M;"GT; KA; NU";"Translator, broadcaster, direct contact to Harold Nicolson, translates Vita Sackville-West; brother is translator Kurt Wagenseil"
DE;Wagenseil, Kurt;Wagenseil. Kurt L.;1904;1988;DE;M;"KA; MO";"Translator, freed from Dachau through intervention of Harold Nicolson; one of the most prominent translators of his day, primarily working from French (Cocteau, Gide, Maurois) and English (Somerset Maugham, Woolf),  translated works by George Orwell, Kurt Vonnegut and Henry Miller (a friend of Wagenseil who transferred his translation rights to him); described by Chris Bryant in The Glamour Boys (2020) as homosexual; Brother of Hans Wagenseil"
DE;Wagner, Meta;NONE;Missing;Missing;Missing;F;KA;
DE;Wahl, Eduard;NONE;1903;1985;DE;M;WA;German Professor of Law and CDU politician. https://de.wikipedia.org/wiki/Eduard_Wahl
DE;Walter, Fritz;NONE;Missing;Missing;Missing;M;ME;Translated from English
DE;Walter, Reinhold von;NONE;1882;1965;"DE; RU";M;MO;"Writer, translator; born in Russia, emigrated to Germany during WWI
https://de.wikipedia.org/wiki/Reinhold_von_Walter_(Schriftsteller)"
DE;Walther, E.;NONE;Missing;Missing;Missing;Missing;ME;"Dr. rer. nat.; translated from English"
DE;Wasmuth, Ewald;NONE;1890;1963;DE;M;WA;"German writer and publisher; particular interest in Pascal. https://www.deutsche-digitale-bibliothek.de/person/gnd/117148350"
DE;Weber, Alfred;NONE;1925;2006;DE;M;MO;"Literary scholar
https://de.wikipedia.org/wiki/Alfred_Weber_(Amerikanist)"
DE;Weber, Ulrich;NONE;Missing;Missing;Missing;M;ME;"Dr.; translated from Spanish"
DE;Weiler, Karl;NONE;Missing;Missing;Missing;M;GT;Translated from French into German
DE;Weinert, Hermann Karl;NONE;1909;1974;DE;M;GT;"German specialist in Romance Studies
https://de.wikipedia.org/wiki/Hermann_Karl_Weinert"
DE;Werner, Hans-Erich;NONE;Missing;Missing;Missing;M;GT;Translated from French into German
DE;West, Robert;NONE;Missing;Missing;Missing;M;MO;
DE;Wiemer, Horst;NONE;Missing;Missing;Missing;M;ME;"Editor and translator; worked for Heimito von Doderer"
DE;Willinsky, Grete;NONE;1906;1983;DE;F;KA;"Studied Languages, Literature, Drama, Dr. phil. Munich, translated from Russian, French, English; 1939 married writer Friedrich Märker in Berlin
https://www.buechergilde.de/autorenvita/items/willinsky-grete.html"
DE;Winger, Ilse;NONE;Missing;Missing;Missing;F;ME;"Dr.; translated from English"
DE;Winterfeld, Hans Jürgen von;NONE;1921;2008;DE;M;ME;Translated from Spanish
DE;Wollenberg, E.;NONE;Missing;Missing;Missing;Missing;UM;
DE;Wollf, Karl;NONE;1876;1952;DE;M;NU;"playwright, writer, fled to France before 1939, emigrated via Lisbon to London in 1942, one of the founders and president of “Club 1943” (emigrant organisation), member/chairman of the PEN-Club 
https://de.wikipedia.org/wiki/Karl_Wollf"
DE;Wurzian, Heidi;NONE;Missing;Missing;Missing;F;WA;Translator of Agatha Christie
DE;Wuthenow, Ralph Rainer;NONE;1928;2013;DE;M;ME;"German literary scholar; emeritus professor at the Institut für Deutsche Sprache und Literatur II at the University of Frankfurt am Main; interest in German, English, French, Italian, Spanish and Japanese literature"
DE;Wydenbruck, Nora;NONE;1894;1959;AT;F;"ME; GT";Born in London, daughter of Austro-Hungarian diplomat, studies art at the “Art School for Women and Girls” in Vienna, corresponds with Rilke, translates his works, translates T. S. Eliot, author in her own right, her papers to be found in Kärnten literary archive, Wienbibliothek im Rathaus https://www.geschichtewiki.wien.gv.at/Nora_Wydenbruck
DE;Zahn-Harnack, Agnes von;NONE;1884;1950;DE;F;NU;"teacher, writer, bourgeois women’s rights activist, member of DDP (1918), co-founder of DAB (1926), stayed out of the public eye during NS time, privately taught children of Jewish descent during war time, brother (Ernst von Harnack) was executed as resistance fighter (1945), after WWII again active as women’s rights activist
https://de.wikipedia.org/wiki/Agnes_von_Zahn-Harnack"
DE;Zapp, Hanns Edgar;NONE;1890;Missing;Missing;M;KA;"Journalist for Neues Deutschland and Das Goldene Tor; poet/author in his own right; already actively working 1915; son of author Arthur Zapp (1852-1925); grammar school Berlin-Steglitz, journalist on various Berlin newspapers and magazines, prior to 1933 worked on Der Türmer, Das Innere Reich, Deutscher Kulturwart, Berliner Tageblatt; 
https://www.onb.ac.at/oe-literaturzeitschriften/Freude_an_Buechern/Freude_an_Buechern.htm
See reference to Zapp in DLM/Kalliope"
DE;Zedtwiz, Margret;NONE;Missing;Missing;Missing;F;MO;
DE;Zielesch, Elisabeth;Zielesch, Li;Missing;Missing;Missing;F;MO;
DE;Zielesch, Fritz;NONE;Missing;Missing;Missing;M;MO;
DE;Zimmer, Dieter E.;NONE;1934;2020;DE;M;ME;"German journalist, author and translator; studied linguistics, literary and English studies in Berlin, Geneva and the US; from 1959 worked as editor for Die Zeit in Hamburg; interest in psychology, biology, medicine, anthropology, linguistics and communication studies; translated from English and Spanish https://de.wikipedia.org/wiki/Dieter_E._Zimmer"
DE;Ziwutschka, Josef;NONE;Missing;Missing;AT;M;ME;Translated from French (Denis de Rougemont, Georges Bernanos, Paul Claudel)
