Language_area;Journal;Year;Issue_ID;Vol;No;Listed_Translator;Translator;Author;Title;Genre;SL;TL;Notes;
DE;MO;1953;59;NONE;61;Anon.;Anon.;Bartlett, Vernon;Brief aus Afrika: Wer ist Herr des schwarzen Erdteils?;Non-fictional prose;EN-BE;DE;B: Struggle for Africa (1953);
DE;MO;1953;59;NONE;61;Anon.;Anon.;Pitt, William;Die Stimme der Vernunft;Quotation;EN-BE;DE;"Short excerpt; source: in a debate in parliament ";
DE;MO;1953;59;NONE;61;Anon.;Anon.;Geyl, Pieter;Napoleons Nachruhm;Book review;DU;DE;"Unsure if translated; BR: Friedrich Stählin: Napoleons Glanz und Fall im deutschen Urteil";
DE;MO;1953;60;NONE;62;Anon.;Schor, Josua;Berdjajew, Nikolai;Zwischen Ratio und Dämonie;Non-fictional prose;RU;DE;B: Wahrheit und Lüge des Kommunismus;
DE;MO;1953;60;NONE;62;Anon.;Anon.;Gardner, Martin;Unter falscher Flagge;Non-fictional prose;EN-AE;DE;B: In the Name of Science;
DE;MO;1953;60;NONE;62;Anon.;Anon.;Coulson, C. A.;Ewige Wiederkehr;Quotation;EN-BE;DE;"Short excerpt; source: The Listener, 21.05.1953";
DE;MO;1953;60;NONE;62;Anon.;Meitner, Clarisse;Chesterton, G. K.;Vergangenheit und Zukunft;Quotation;EN-BE;DE;"Short excerpt; source: What’s Wrong With the World (1910)";
DE;MO;1953;60;NONE;62;"Czach, Alfred; Berisch, Karl";"Czach, Alfred; Berisch, Karl";Sandburg, Carl;Illinois Farmer;Poetry;EN-AE;DE;;
DE;MO;1953;60;NONE;62;"Czach, Alfred; Berisch, Karl";"Czach, Alfred; Berisch, Karl";Sandburg, Carl;Wind Song;Poetry;EN-AE;DE;;
DE;MO;1953;60;NONE;62;"Czach, Alfred; Berisch, Karl";"Czach, Alfred; Berisch, Karl";Sandburg, Carl;Primer Lesson;Poetry;EN-AE;DE;;
DE;MO;1953;60;NONE;62;"Czach, Alfred; Berisch, Karl";"Czach, Alfred; Berisch, Karl";Sandburg, Carl;The People, Yes;Poetry;EN-AE;DE;;
DE;MO;1953;61;NONE;63;Anon.;Anon.;Koestler, Arthur;Politische Neurosen;Non-fictional prose;EN-BE;DE;Unsure if translated;
DE;MO;1953;61;NONE;63;Anon.;Anon.;Berenson, Bernard;Lob des Alters;Non-fictional prose;EN-AE;DE;B: Rumor and Reflection;
DE;MO;1953;61;NONE;63;Anon.;Kiel, Hanna;Berenson, Bernard;Rede und Tat;Non-fictional prose;EN-AE;DE;B: Entwurf zu einem Selbstbildnis;
DE;MO;1953;61;NONE;63;Anon.;"West, Robert; Kiel, Hanna";Berenson, Bernard;Vom Leben mit der Kunst;Non-fictional prose;EN-AE;DE;B: Die italienischen Maler der Renaissance;
DE;MO;1953;61;NONE;63;Anon.;Neumann, Stefanie;Behrman, S. N.;B.B. und Joseph Duveen;Non-fictional prose;EN-AE;DE;B: Duveen;
DE;MO;1953;61;NONE;63;Anon.;Anon.;Lehrman, Hal;Brief aus Triest: Tagebuch einer Krise;Non-fictional prose;EN-AE;DE;;
DE;MO;1953;61;NONE;63;Berisch, Karl;Berisch, Karl;Thomas, Dylan;Do not go gentle into that good night;Poetry;EN-BE;DE;;
DE;MO;1953;61;NONE;63;Berisch, Karl;Berisch, Karl;Thomas, Dylan;In my craft or sullen art;Poetry;EN-BE;DE;;
DE;MO;1953;61;NONE;63;Anon.;Anon.;"Crossman, Richard; Masani, Minoo";Ein Streitgespräch;"Non-fictional prose; Life-writing";EN-BE;DE;letters;
DE;MO;1953;61;NONE;63;Anon.;Anon.;Carat, Jacques;Tragödie des Mitleids;Non-fictional prose;FR;DE;;
DE;MO;1954;62;NONE;64;Anon.;Anon.;Bullock, Alan;Die Aufgaben der Geschichtsschreibung;Non-fictional prose;EN-BE;DE;;
DE;MO;1954;62;NONE;64;Anon.;Anon.;Weidlé, Wladimir;Englische Gärten;Non-fictional prose;FR;DE;;
DE;MO;1954;62;NONE;64;Anon.;Anon.;Ryan, William L.;Es lebe die Gerechtigkeit;Quotation;EN-AE;DE;"Short excerpt; source: New York Times, 19.12.1953";
DE;MO;1954;62;NONE;64;Anon.;Anon.;Stalin, Joseph;Ein Vermächtnis;Quotation;RU;DE;"Short excerpt; source not given";
DE;MO;1954;62;NONE;64;Anon.;Anon.;Glazer, Nathan;Was die Völker voneinander denken;Non-fictional prose;EN-AE;DE;;
DE;MO;1954;63;NONE;65;Anon.;Anon.;Hicks, Granville;Brief aus Amerika: Unsere kleine Stadt;Non-fictional prose;EN-AE;DE;;
DE;MO;1954;63;NONE;65;Anon.;Anon.;Woolf, Leonard;Gibt es politische Neurosen?;Non-fictional prose;EN-BE;DE;;
DE;MO;1954;63;NONE;65;Anon.;Anon.;Monnerot, Jules;Gibt es politische Neurosen?;Non-fictional prose;FR;DE;;
DE;MO;1954;63;NONE;65;Anon.;Anon.;Thucydides;War Athen neurosenfrei?;Quotation;AG;DE;"Short excerpt; source: Peleponnesischer Krieg, Totenrede des Perikles";
DE;MO;1954;63;NONE;65;Anon.;Anon.;Anon.;Dokumente der Zeit: Zum Thema Dimplomatie und Öffentlichkeit;Quotation;EN-BE;DE;"Excerpt; source: debate in parliament, quoted from: The Times, 18.12.1953";
DE;MO;1954;63;NONE;65;Anon.;Anon.;Anon.;Ein atlantisches Parlament?;Quotation;EN-BE;DE;"Excerpt; source: Economist";
DE;MO;1954;63;NONE;65;Anon.;Anon.;Schapiro, Meyer;Der letzte Ästhet;Non-fictional prose;EN-AE;DE;;
DE;MO;1954;63;NONE;65;Anon.;Anon.;Cooke, Alistair;Der Dichter und die Schlagzeile;Quotation;EN-BE;DE;"Short excerpt; source: Manchester Guardian, 26.01.1954";
DE;MO;1954;64;NONE;66;Anon.;Anon.;Puschkin, Alexander;Sendschreiben nach Sibirien;Quotation;RU;DE;"Short excerpt; source: „an die verbannten Dekabristen“ (1827)";
DE;MO;1954;64;NONE;66;Anon.;Anon.;Aron, Raymond;Gedanken nach einer Asienreise;"Non-fictional prose; Life-writing";FR;DE;;
DE;MO;1954;64;NONE;66;Anon.;Anon.;Madariaga, Salvador de;War Hamlet melancholisch?;Non-fictional prose;EN-BE;DE;;
DE;MO;1954;64;NONE;66;Anon.;Anon.;Warshow, Robert;Helden aus dem Goldenen Westen;Non-fictional prose;EN-AE;DE;;
DE;MO;1954;64;NONE;66;Anon.;Anon.;Fischer, George;Wlassow und die deutsche Ostpolitik;Book review;EN-AE;DE;"BR: Edwin Erich Dwinger: General Wlassoe; Jürgen Thorwald: Wen sie verderben wollen";
DE;MO;1954;64;NONE;66;Anon.;Anon.;Febvre, Lucien;Geschichte als Friedensgeschichte;Quotation;FR;DE;"inferred SL: SL could also be EN-?; Short excerpt; source: Journal of World History";
DE;MO;1954;64;NONE;66;Anon.;Anon.;Chiaromonte, Nicola;Der verhinderte Sartre;Non-fictional prose;IT;DE;;
DE;MO;1954;65;NONE;67;Anon.;Anon.;Hudson, G. F.;Wozu überhaupt Ideologie?;Non-fictional prose;EN-BE;DE;;
DE;MO;1954;65;NONE;67;Anon.;Anon.;Greene, Graham;Brief aus Kenia: Mau Mau - der schwarze Gott;Non-fictional prose;EN-BE;DE;Source: Sunday Times;
DE;MO;1954;65;NONE;67;Anon.;"Kautsky-Brunn, Gerda; Lindt, Inge";Wolfe, Bertram D.;Der Meisterspitzel;Non-fictional prose;EN-AE;DE;B: Drei Männer, die die Welt erschütterten (1951);
DE;MO;1954;65;NONE;67;Anon.;"Briessen, Fritz van; Maruhn, Siegfried";White, Theodore H.;Ein Franzose;Non-fictional prose;EN-AE;DE;B: Glut in der Asche (1954);
DE;MO;1954;65;NONE;67;Anon.;Anon.;Mumford, Lewis;Der Architekt Frank Lloyd Wright;Non-fictional prose;EN-AE;DE;;
DE;MO;1954;65;NONE;67;Anon.;Anon.;Wilk, Gerard H.;Sokrates in Berlin;Non-fictional prose;EN-AE;DE;;
DE;MO;1954;65;NONE;67;Anon.;Anon.;Franklin, Benjamin;Friedenshoffnung;Quotation;EN-AE;DE;"Short excerpt; source not given, 1780";
DE;MO;1954;65;NONE;67;Anon.;Anon.;Crankshaw, Edward;Die Puppen im Schaufenster;Non-fictional prose;EN-BE;DE;;
DE;MO;1954;65;NONE;67;Anon.;Lilius, Charlotte;Waltari, Mika;Hartnäckiges Fliegengesumm;Fictional prose;FI;DE;Excerpts from B: Sinuhe, der Ägypter (1950);
DE;MO;1954;65;NONE;67;Anon.;Anon.;Cooke, Alistair;Sollen Mäuse rauchen?;Non-fictional prose;EN-BE;DE;;
DE;MO;1954;65;NONE;67;Anon.;Anon.;Weidlé, Wladimir;Bedenkliche Vorwürfe;Non-fictional prose;FR;DE;;
DE;MO;1954;65;NONE;67;Anon.;Anon.;Anon.;Dokumente der Zeit: Die Damen bleiben doch fürs Feuer!;Quotation;EN-AE;DE;"Short excerpt; source: Newsweek, 22.03.1954";
DE;MO;1954;66;NONE;68;Anon.;Anon.;Crossman, Richard;Gibt es politische Neurosen?;Non-fictional prose;EN-BE;DE;;
DE;MO;1954;66;NONE;68;Anon.;Anon.;Jouvenel, Bertrand de;Gibt es politische Neurosen?;Non-fictional prose;FR;DE;;
DE;MO;1954;66;NONE;68;Anon.;Anon.;Kohn, Hans;Gibt es politische Neurosen?;Non-fictional prose;EN-AE;DE;;
DE;MO;1954;66;NONE;68;Anon.;Anon.;Koestler, Arthur;Schlußwort (zu Gibt es politische Neurosen?);Non-fictional prose;EN-BE;DE;;
DE;MO;1954;66;NONE;68;Anon.;Anon.;Aron, Raymond;Kontinent ohne Gleichgewicht;Non-fictional prose;FR;DE;;
DE;MO;1954;66;NONE;68;Anon.;Anon.;Maulnier, Thierry;Brief aus Paris: Was wird aus Saint-Germain-des-Prés?;Non-fictional prose;FR;DE;;
DE;MO;1954;66;NONE;68;Anon.;Anon.;Trevor-Roper, Hugh;Martin Bormann;Non-fictional prose;EN-BE;DE;;
DE;MO;1954;66;NONE;68;Anon.;Anon.;Swift, Jonathan;Von Laputa nach Workuta;Quotation;EN-BE;DE;"Short excerpt; source: B: Gullivers Reisen (Ein Aufenthalt in Laputa)";
DE;MO;1954;66;NONE;68;Anon.;Anon.;Seton-Watson, Hugh;Der permanente Revolutionär;Book review;EN-BE;DE;BR: Isaac Deutscher: The Prophet Armed;
DE;MO;1954;66;NONE;68;Anon.;Anon.;Brogan, D. W.;Fabrik und Scheune;Book review;EN-BE;DE;BR: Eugene Staley (ed.): Creating an Industrial Civilization;
DE;MO;1954;66;NONE;68;Anon.;Anon.;Anon.;Dokumente der Zeit: Omnia vincit armor;Quotation;BU;DE;"Excerpt; source: Rodopska Borba, 12.03.1954";
DE;MO;1954;66;NONE;68;Anon.;Anon.;Anon.;Dokumente der Zeit: Tanz auf dem Vulkan;Quotation;EN-AE;DE;"Excerpt; source: N.Y. Herald Tribune, 13.04.1954";
DE;MO;1954;67;NONE;69;Anon.;Anon.;Cobban, Alfred;Der Verfall der politischen Theorie;Non-fictional prose;EN-BE;DE;;
DE;MO;1954;67;NONE;69;Anon.;Anon.;Young, Wayland;Schwer zu befredigen;Quotation;EN-BE;DE;"Short excerpt; source: The Observer, 18.04.";
DE;MO;1954;67;NONE;69;Anon.;Dülberg, Peter;Wilson, J. A.;Die alten Ägypter (1/2);Non-fictional prose;EN-AE;DE;B: Frühlicht des Geistes (1954);
DE;MO;1954;67;NONE;69;Anon.;Anon.;Fiedler, Leslie;Der ‚gute Amerikaner‘;Non-fictional prose;EN-AE;DE;;
DE;MO;1954;67;NONE;69;Anon.;Anon.;Anon.;Dokumente der Zeit: Welche Spalte lesen Sie?;Quotation;EN-BE;DE;"Short excerpt; source: The Spectator, 23.04.1954";
DE;MO;1954;67;NONE;69;Anon.;Anon.;Buchwald, Art;‚Exklusivbericht‘ aus Genf;Non-fictional prose;EN-AE;DE;;
DE;MO;1954;68;NONE;70;Anon.;Anon.;Lang, Daniel;Brief aus Amerika: Unternehmen Untertasse (1/2);Non-fictional prose;EN-AE;DE;Source: The New Yorker Magazine;
DE;MO;1954;68;NONE;70;Anon.;Anon.;Duroselle, Jean-Baptiste;Pro und contra in Frankreich;Non-fictional prose;FR;DE;;
DE;MO;1954;68;NONE;70;Anon.;Anon.;Moorehead, Alan;Brief aus Australien: Rum-Dschungel;Non-fictional prose;EN-BE;DE;;
DE;MO;1954;68;NONE;70;Dülberg, Peter;Dülberg, Peter;Wilson, J. A.;Die alten Ägypter (2/2);Non-fictional prose;EN-AE;DE;B: Frühlicht des Geistes (1954);
DE;MO;1954;68;NONE;70;Anon.;Anon.;Anon.;Zeitgeschichte - so oder so? ;Non-fictional prose;EN-BE;DE;Source: The Economist, 24.04.1954;
DE;MO;1954;69;NONE;71;Güttinger, Fritz;Güttinger, Fritz;Boswell, James;Auf der grossen Reise (I) Berlin und Potsdam;Non-fictional prose;EN-BE;DE;;
DE;MO;1954;69;NONE;71;Anon.;Anon.;Barzini, Luigi;Brief aus Rom: Die Straße der dunklen Budiken;Non-fictional prose;EN-AE;DE;inferred SL: SL could also be: IT;
DE;MO;1954;69;NONE;71;Anon.;Anon.;Hughes, H. Stuart;Versailles nach 35 Jahren: Am Ende einer Diskussion;Non-fictional prose;EN-AE;DE;;
DE;MO;1954;69;NONE;71;Anon.;Anon.;Headlam-Morley, Agnes;Zwischen Keynes und Mantoux;Non-fictional prose;EN-BE;DE;;
DE;MO;1954;69;NONE;71;Anon.;Anon.;Anon.;England, this England!;Quotation;EN-BE;DE;"short excerpt; source: Manchester Guardian, 06.07.1954";
DE;MO;1954;69;NONE;71;Anon.;Anon.;Lang, Daniel;Brief aus Amerika (II): Unternehmen Untertasse;Non-fictional prose;EN-AE;DE;J: The New Yorker Magazine;
DE;MO;1954;70;NONE;72;Güttinger, Fritz;Güttinger, Fritz;Boswell, James;Auf der grossen Reise (II) Besuch bei Rousseau;Non-fictional prose;EN-BE;DE;;
DE;MO;1954;70;NONE;72;"Fischer-Wernecke, Elisabeth; Gillischewski, Ruth";"Fischer-Wernecke, Elisabeth; Gillischewski, Ruth";Russell, Bertrand;Stolz ohne Demut;Quotation;EN-BE;DE;"short excerpt; B: Geschichte der westlichen Philosophie";
DE;MO;1954;70;NONE;72;Anon.;Anon.;Rand, Christopher;Brief aus Hongkong: Diesseits des Bambusvorhangs;Non-fictional prose;EN-AE;DE;J: The New Yorker Magazine;
DE;MO;1954;70;NONE;72;Franzen, Erich;Franzen, Erich;Faulkner, William;Hinterhalt;Fictional prose;EN-AE;DE;B: Die Unbesiegten;
DE;MO;1954;70;NONE;72;Anon.;Anon.;Anon.;Vergleiche;Quotation;EN-BE;DE;"short excerpt; J: Punch, 28.06.1954";
DE;MO;1954;70;NONE;72;Anon.;Anon.;Aron, Raymond;Zwischen Mar Xund Malthus. Gedanken nach einer Asienreise (III);Non-fictional prose;FR;DE;;
DE;MO;1954;70;NONE;72;Anon.;Anon.;Barzini, Luigi;Brief aus Rom (II): Die Straße der dunklen Budiken;Non-fictional prose;EN-AE;DE;inferred SL: SL could also be: IT;
DE;MO;1954;71;NONE;73;Anon.;Anon.;Toynbee, Arnold J.;Mensch und Geschichte;Non-fictional prose;EN-BE;DE;;
DE;MO;1954;71;NONE;73;Güttinger, Fritz;Güttinger, Fritz;Boswell, James;Auf der grossen Reise (III) Bei Voltaire in Ferney;Non-fictional prose;EN-BE;DE;;
DE;MO;1954;71;NONE;73;Anon.;Anon.;Bronowski, Jacob;Albert Einstein. Zum Leben und Werk eines Physikers;Non-fictional prose;EN-BE;DE;;
DE;MO;1954;71;NONE;73;Anon.;Anon.;Taylor, A. J. P.;Die Masse als Schreckgespenst;Non-fictional prose;EN-BE;DE;;
DE;MO;1954;71;NONE;73;Anon.;Anon.;Wilk, Gerard H.;Ein neuzeitliches Museum. Über das Museum of Modern Art in New York;Non-fictional prose;EN-AE;DE;;
DE;MO;1954;71;NONE;73;Anon.;Anon.;Anon.;Welche Zeitung lesen Sie? (I);Quotation;EN-BE;DE;"short excerpt; source: Manchester Guardian";
DE;MO;1954;71;NONE;73;Anon.;Anon.;Anon.;Welche Zeitung lesen Sie? (II);Quotation;EN-BE;DE;"short excerpt; source: Daily Telegraph";
DE;MO;1954;72;NONE;74;Anon.;Ronai, Andreas;Silone, Ignazio;Auf welcher Seite stehen wir?;Non-fictional prose;IT;DE;Translator identified through archival material -> 78-3-m;
DE;MO;1954;72;NONE;74;Anon.;Anon.;Fiedler, Leslie;Brief aus Amerika: Der streitbare Senator;Non-fictional prose;EN-AE;DE;;
DE;MO;1954;72;NONE;74;Anon.;Anon.;Anon.;Eine englische Stimme;Quotation;EN-BE;DE;"short excerpt; source: Spectator, 01.10.1954";
DE;MO;1954;72;NONE;74;Anon.;Anon.;Cartier-Bresson, Henri;Der entscheidende Augenblick;Non-fictional prose;FR;DE;B: Images à la Sauvette / The Decisive Moment;
DE;MO;1954;73;NONE;75;Anon.;Anon.;Cowley, Malcolm;Brief aus Kuba: „Mister Papa.“ Porträt eines Nobelpreisträgers;Non-fictional prose;EN-AE;DE;;
DE;MO;1954;73;NONE;75;Anon.;Anon.;Wright, Richard;Brief von der Goldküste: Was ist Afrika für mich?;Non-fictional prose;EN-AE;DE;;
DE;MO;1954;73;NONE;75;Anon.;Anon.;Wyatt, Woodrow;Churchill als Parlamentarier;Non-fictional prose;EN-BE;DE;;
DE;MO;1954;73;NONE;75;Anon.;Anon.;Veliz, Claudio;Im Giftschrank;Quotation;EN-BE;DE;"short excerpt; in: New Statesman and Nation, 07.08.1954";
DE;MO;1954;73;NONE;75;Anon.;Anon.;Tumbull, Robert;Das kleine rote Bankhaus;Quotation;EN;DE;"short excerpt; source: New York Times, 13.10";
DE;MO;1954;73;NONE;75;Anon.;Anon.;Kapp, Isa;Steinberg. Die Linienwelt eines großen Zeichners;Non-fictional prose;EN-AE;DE;;
DE;MO;1954;73;NONE;75;Anon.;Anon.;Gilmore, Eddy;Ein kleines bisschen Druck!;Quotation;EN-AE;DE;"short excerpt; source: „in einem Nachruf“, 23.11.1954";
DE;MO;1955;74;NONE;76;Anon.;Anon.;Kennan, George F.;Die Sonne und der Nordwind. Gedanken zur Lösung der Ost-West-Spannung;Non-fictional prose;EN-AE;DE;;
DE;MO;1955;74;NONE;76;Anon.;Anon.;Buchwald, Art;Aus Gründen der Statistik;Quotation;EN-AE;DE;"short excerpt; source: New York Herald Tribune, 17.12.1954";
DE;MO;1955;74;NONE;76;Güttinger, Fritz;Güttinger, Fritz;Bradbury, Ray;Fahrenheit 451 (1/3);Fictional prose;EN-BE;DE;;
DE;MO;1955;74;NONE;76;Anon.;Anon.;Connolly, Cyril;Fussnote zu Darwin;Quotation;EN-BE;DE;"short excerpt; source: Sunday Times";
DE;MO;1955;74;NONE;76;Anon.;Anon.;Graves, Robert;Noch viele solche Lebensjahre ... ;Life-writing;EN-BE;DE;;
DE;MO;1955;74;NONE;76;Anon.;Anon.;Tse-Tung, Mao;Vom Nutzwert der Kunst;Quotation;CH;DE;"short excerpt; source: „Prospekt einer vom ‚Kulturbundhaus Erich Weinert‘ in Ostberlin veranstalteten Auststellung ‚Skizzen aus Volkschina‘“";
DE;MO;1955;75;NONE;77;Güttinger, Fritz;Güttinger, Fritz;Bradbury, Ray;Fahrenheit 451 (2/3);Fictional prose;EN-BE;DE;;
DE;MO;1955;76;NONE;78;Anon.;Anon.;Priestley, J. B.;„Sir Nuclear Fission“. Ein imaginäres Porträt;Non-fictional prose;EN-BE;DE;;
DE;MO;1955;76;NONE;78;Becker, Franziska;Becker, Franziska;Koestler, Arthur;Abenteuer in Spanien (1/2);Life-writing;EN-BE;DE;B: Die Geheimschrift;
DE;MO;1955;76;NONE;78;Anon.;Anon.;Mailer, Norman;Das Notizbuch;Fictional prose;EN-AE;DE;;
DE;MO;1955;76;NONE;78;Güttinger, Fritz;Güttinger, Fritz;Bradbury, Ray;Fahrenheit 451 (3/3);Fictional prose;EN-BE;DE;;
DE;MO;1955;77;NONE;79;Anon.;Anon.;Barzini, Luigi;Brief aus Taipeh: In der Höhle des Papiertigers (1/2);Non-fictional prose;EN-AE;DE;inferred SL: SL could also be: IT;
DE;MO;1955;77;NONE;79;Anon.;Seiffhart, Arthur;Nicolson, Harold;Lob der alten Diplomatie;Non-fictional prose;EN-BE;DE;B: Kleine Geschichte der Diplomatie;
DE;MO;1955;77;NONE;79;Anon.;Anon.;Macdonald, Dwight;Charles Addams und seine Ungeheuer;Non-fictional prose;EN-AE;DE;;
DE;MO;1955;77;NONE;79;Anon.;Anon.;Anon.;Ein merkwürdiger Mensch;Quotation;PL;DE;J: Szpilki, 08.08.1954;
DE;MO;1955;77;NONE;79;Becker, Franziska;Becker, Franziska;Koestler, Arthur;Abenteuer in Spanien (2/2);Life-writing;EN-BE;DE;B: Die Geheimschrift;
DE;MO;1955;78;NONE;80;Anon.;Anon.;Koestler, Arthur;Die Fährte des Dinosauriers;Non-fictional prose;EN-BE;DE;„Grundlage seines Berliner Vortrages im Rahmen der [...] ‚Ernst Reuter-Gedenk-Vorlesungen‘“;
DE;MO;1955;78;NONE;80;Anon.;Bondy, Friedrich;Moravia, Alberto;Die Rache des Tarzan;Fictional prose;IT;DE;"B: Racconti romani // Die Mädchen vom Tiber / Römische Erzählungen; translator credited in issue 81: N.O. Scarpi (pseudonym)";
DE;MO;1955;78;NONE;80;Anon.;Bondy, Friedrich;Moravia, Alberto;Romulus und Remus;Fictional prose;IT;DE;"B: Racconti romani // Die Mädchen vom Tiber / Römische Erzählungen; translator credited in issue 81: N.O. Scarpi (pseudonym)";
DE;MO;1955;78;NONE;80;Anon.;Anon.;Barzini, Luigi;Brief aus Taipeh: In der Höhle des Papiertigers (2/2);Non-fictional prose;EN-AE;DE;inferred SL: SL could also be: IT;
DE;MO;1955;79;NONE;81;Anon.;Anon.;Buchwald, Art;Botanik und Politik;Quotation;EN-AE;DE;"Short excerpt; source: New York Herald Tribune, 07.03.";
DE;MO;1955;79;NONE;81;Anon.;Anon.;Wells, H. G.;Grimmige Vision;Quotation;EN-BE;DE;"Short excerpt (in Leithäuser’s article); source: B: Die Zeitmaschine";
DE;MO;1955;79;NONE;81;Anon.;Anon.;Anon.;Alte Kameraden oder Mitgefangen - mitretuschiert;Quotation;EN-BE;DE;"Short excerpt; source: Manchester Guardian, 29.04.1955";
DE;MO;1955;79;NONE;81;Anon.;Anon.;Meyerhoff, Hans;Brief aus Amerika: Der Fall Oppenheimer;Non-fictional prose;EN-AE;DE;Unsure if translated;
DE;MO;1955;79;NONE;81;Anon.;Anon.;Anon.;Sperrstunde der Menschheit;Quotation;FR;DE;"Inferred author: Goncourt, Edmond de; Goncourt, Jules de; Short excerpt; source: Journal des Goncourts, 07.04.1869";
DE;MO;1955;79;NONE;81;Anon.;Anon.;Priestley, J. B.;Billy Graham;Non-fictional prose;EN-BE;DE;;
DE;MO;1955;79;NONE;81;Anon.;Anon.;Taylor, A. J. P.;Tadel der alten Diplomatie;Non-fictional prose;EN-BE;DE;;
DE;MO;1955;80;NONE;82;Anon.;Anon.;Faulkner, William;Mississippi;Fictional prose;EN-AE;DE;;
DE;MO;1955;80;NONE;82;Anon.;Anon.;Lippmann, Walter;Die militärische Revolution;Quotation;EN-AE;DE;"Short excerpt; source: New York Herald Tribune, 14.05.";
DE;MO;1955;80;NONE;82;Anon.;Anon.;Anon.;Wie wird man neutral?;Non-fictional prose;EN-BE;DE;Source: The Economist;
DE;MO;1955;81;NONE;83;Anon.;Anon.;Wright, Richard;Brief aus Bandung: Indonesisches Tagebuch (1/2);Non-fictional prose;EN-AE;DE;;
DE;MO;1955;81;NONE;83;Anon.;Anon.;Martin, Kingsley;Friedenskämpfer unter sich;Quotation;EN-BE;DE;"Short excerpt; source: New Statesman and Nation, 09.07.";
DE;MO;1955;81;NONE;83;Anon.;Anon.;Lippmann, Walter;Zwei Operationen - Zwei Reaktionen;Quotation;EN-AE;DE;"Short excerpt; source: New York Herald Tribune, 27.06.1955";
DE;MO;1955;81;NONE;83;Anon.;Anon.;Healey, Denis;Brief aus London: Die Bombe, die nicht losging;Non-fictional prose;EN-BE;DE;;
DE;MO;1955;81;NONE;83;Anon.;Weber, Alfred;Barzini, Luigi;Brief aus Amerika: Die einsamen Amerikaner (1/3);Non-fictional prose;EN-AE;DE;inferred SL: SL could also be: IT;
DE;MO;1955;81;NONE;83;Anon.;Anon.;Sargeant, Winthrop;Das Unerhörte;Quotation;EN-AE;DE;"Short excerpt; source: The New Yorker, 23.04.1955";
DE;MO;1955;81;NONE;83;Anon.;Anon.;Read, Herbert;Die „seismographische“ Malerei;Non-fictional prose;EN-BE;DE;;
DE;MO;1955;81;NONE;83;Anon.;Anon.;Kohn, Hans;Toynbees Glaubensbekenntnis;Book review;EN-AE;DE;BR: Arnold Toynbee: A Study of History;
DE;MO;1955;82;NONE;84;Anon.;Escher, Stefan W.;Cameron, James;War Shakespeare fortschrittlich?;Quotation;EN-BE;DE;"Short excerpt; source: B: Mandarin Red / Mandarin Rot (1955)";
DE;MO;1955;82;NONE;84;Anon.;Anon.;Wright, Richard;Brief aus Bandung: Indonesisches Tagebuch (2/2);Non-fictional prose;EN-AE;DE;;
DE;MO;1955;82;NONE;84;Jaffé, Fritz;Jaffé, Fritz;Yourcenar, Marguerite;Blick auf die Hesperiden;Fictional prose;FR;DE;;
DE;MO;1955;82;NONE;84;Anon.;Weber, Alfred;Barzini, Luigi;Brief aus Amerika: Die einsamen Amerikaner (2/3);Non-fictional prose;EN-AE;DE;inferred SL: SL could also be: IT;
DE;MO;1955;82;NONE;84;Anon.;Anon.;Priestley, J. B.;Welcher Schund und welcher Schmutz?;Non-fictional prose;EN-BE;DE;;
DE;MO;1955;82;NONE;84;Anon.;Anon.;Anon.;Muschiks in Amerika;Non-fictional prose;EN-BE;DE;Source: Manchester Guardian;
DE;MO;1955;82;NONE;84;Anon.;Anon.;Slessor, John;Die Bombe, die nicht losging;Non-fictional prose;EN-BE;DE;;
DE;MO;1955;82;NONE;84;Anon.;Anon.;Anon.;Dokumente der Zeit: Münchner Schauer;Quotation;EN-AE;DE;"Short excerpt; source: New York Times, 25.07.";
DE;MO;1955;83;NONE;85;Anon.;Anon.;Lapp, R. E.;Die Super-Bombe;Non-fictional prose;EN-AE;DE;;
DE;MO;1955;83;NONE;85;Anon.;Anon.;Berlin, Isaiah;Ideen in der Wüste;Non-fictional prose;EN-BE;DE;;
DE;MO;1955;83;NONE;85;Anon.;Anon.;Heller, Erich;Die abenteuerliche Geschichte der modernen Poesie;Non-fictional prose;EN-BE;DE;;
DE;MO;1955;83;NONE;85;Anon.;Anon.;Kaempffert, Waldemar;Dokumente der Zeit: Glanz und Elend der Spione;Non-fictional prose;EN-AE;DE;Source: New York Times;
DE;MO;1955;84;NONE;86;Anon.;Stresau, Hermann;Wilson, Edmund;Die Handschriften vom Toten Meer (1/3);Non-fictional prose;EN-AE;DE;;
DE;MO;1955;84;NONE;86;Anon.;Weber, Alfred;Barzini, Luigi;Brief aus Amerika: Die einsamen Amerikaner (3/3);Non-fictional prose;EN-AE;DE;inferred SL: SL could also be: IT;
DE;MO;1955;84;NONE;86;Anon.;Anon.;Churchill, Winston;Eine Fabel;Quotation;EN-BE;DE;"Short excerpt; source not given (1928)";
DE;MO;1955;84;NONE;86;Anon.;Anon.;Pharos;Gut Besserung!;Quotation;EN-BE;DE;"Short excerpt; source: Spectator, 09.09.";
DE;MO;1955;84;NONE;86;Anon.;Anon.;Feiwel, Raphael Joseph;Der Shakespeare-Kult;Non-fictional prose;EN-BE;DE;"author credited as ""T.R. Fyvel"" (pseudonym)";
DE;MO;1955;84;NONE;86;Anon.;Anon.;Wróblewski, Andrzej;Textkritik;Quotation;PL;DE;"Short excerpt; source: Zycie Warszawy";
